Symbol,Name,Sector,Token,nGram
EVOK,"Evoke Pharma, Inc.",Health Care,evoke pharma,evoke_pharma
EVOL,"Evolving Systems, Inc.",Technology,evolving systems,evolving_systems
EVR,Evercore Inc.,Finance,evercore,evercore
EVRG,"Evergy, Inc.",Public Utilities,evergy,evergy
EVRI,Everi Holdings Inc.,Consumer Services,everi,everi
EVTC,"Evertec, Inc.",Technology,evertec,evertec
EW,Edwards Lifesciences Corporation,Health Care,edwards lifesciences,edwards_lifesciences
EWBC,"East West Bancorp, Inc.",Finance,east west bancorp,east_west_bancorp
EXAS,Exact Sciences Corporation,Health Care,exact sciences,exact_sciences
EXC,Exelon Corporation,Public Utilities,exelon,exelon
EXEL,"Exelixis, Inc.",Health Care,exelixis,exelixis
EXFO,EXFO Inc,Capital Goods,exfo inc,exfo_inc
EXK,Endeavour Silver Corporation,Basic Industries,endeavour silver,endeavour_silver
EXLS,"ExlService Holdings, Inc.",Miscellaneous,exlservice,exlservice
EXP,Eagle Materials Inc,Capital Goods,eagle materials,eagle_materials
EXPD,"Expeditors International of Washington, Inc.",Transportation,expeditors international of washington,expeditors_international_of_washington
EXPE,"Expedia Group, Inc.",Consumer Services,expedia group,expedia_group
EXPI,"eXp World Holdings, Inc.",Finance,exp world,exp_world
EXPO,"Exponent, Inc.",Consumer Services,exponent,exponent
EXPR,"Express, Inc.",Consumer Services,express,express
EXR,Extra Space Storage Inc,Consumer Services,extra space storage,extra_space_storage
EXTN,Exterran Corporation,Technology,exterran,exterran
EXTR,"Extreme Networks, Inc.",Technology,extreme networks,extreme_networks
EYEG,"Eyegate Pharmaceuticals, Inc.",Health Care,eyegate pharmaceuticals,eyegate_pharmaceuticals
EYES,"Second Sight Medical Products, Inc.",Health Care,second sight medical products,second_sight_medical_products
EYPT,"EyePoint Pharmaceuticals, Inc.",Capital Goods,eyepoint pharmaceuticals,eyepoint_pharmaceuticals
EZPW,"EZCORP, Inc.",Consumer Services,ezcorp,ezcorp
F,Ford Motor Company,Capital Goods,ford motor,ford_motor
FAF,First American Corporation (The),Finance,first american,first_american
FANG,"Diamondback Energy, Inc.",Energy,diamondback energy,diamondback_energy
FANH,Fanhua Inc.,Finance,fanhua,fanhua
FARM,Farmer Brothers Company,Consumer Non-Durables,farmer brothers,farmer_brothers
FARO,"FARO Technologies, Inc.",Capital Goods,faro technologies,faro_technologies
FAST,Fastenal Company,Consumer Services,fastenal,fastenal
FATE,"Fate Therapeutics, Inc.",Health Care,fate therapeutics,fate_therapeutics
FB,"Facebook, Inc.",Technology,facebook,facebook
FBC,"Flagstar Bancorp, Inc.",Finance,flagstar bancorp,flagstar_bancorp
FBHS,"Fortune Brands Home & Security, Inc.",Basic Industries,fortune brands home security,fortune_brands_home_security
FBIO,"Fortress Biotech, Inc.",Health Care,fortress biotech,fortress_biotech
FBIZ,"First Business Financial Services, Inc.",Finance,first business financial services,first_business_financial_services
FBK,FB Financial Corporation,Finance,fb financial,fb_financial
FBM,"Foundation Building Materials, Inc.",Consumer Services,foundation building materials,foundation_building_materials
FBMS,"The First Bancshares, Inc.",Finance,the first bancshares,the_first_bancshares
FBP,First BanCorp.,Finance,first bancorp,first_bancorp
FBR,Fibria Celulose S.A.,Basic Industries,fibria celulose s a,fibria_celulose_s_a
FC,Franklin Covey Company,Consumer Services,franklin covey,franklin_covey
FCAU,Fiat Chrysler Automobiles N.V.,Capital Goods,fiat chrysler automobiles n v,fiat_chrysler_automobiles_n_v
FCB,"FCB Financial Holdings, Inc.",Finance,fcb financial,fcb_financial
FCBC,"First Community Bankshares, Inc.",Finance,first community bankshares,first_community_bankshares
FCCO,First Community Corporation,Finance,first community,first_community
FCCY,1st Constitution Bancorp (NJ),Finance,1st constitution bancorp nj,1st_constitution_bancorp_nj
FCEL,"FuelCell Energy, Inc.",Miscellaneous,fuelcell energy,fuelcell_energy
FCF,First Commonwealth Financial Corporation,Finance,first commonwealth financial,first_commonwealth_financial
FCFS,"FirstCash, Inc.",Consumer Services,firstcash,firstcash
FCN,"FTI Consulting, Inc.",Consumer Services,fti consulting,fti_consulting
FCNCA,"First Citizens BancShares, Inc.",Finance,first citizens bancshares,first_citizens_bancshares
FCPT,"Four Corners Property Trust, Inc.",Consumer Services,four corners property trust,four_corners_property_trust
FCSC,Fibrocell Science Inc.,Health Care,fibrocell science,fibrocell_science
FCX,"Freeport-McMoran, Inc.",Basic Industries,freeport mcmoran,freeport_mcmoran
FDC,First Data Corporation,Miscellaneous,first data,first_data
FDEF,First Defiance Financial Corp.,Finance,first defiance financial,first_defiance_financial
FDP,"Fresh Del Monte Produce, Inc.",Consumer Non-Durables,fresh del monte produce,fresh_del_monte_produce
FDS,FactSet Research Systems Inc.,Technology,factset research systems,factset_research_systems
FDX,FedEx Corporation,Transportation,fedex,fedex
FE,FirstEnergy Corp.,Public Utilities,firstenergy,firstenergy
FEIM,"Frequency Electronics, Inc.",Capital Goods,frequency electronics,frequency_electronics
FELE,"Franklin Electric Co., Inc.",Consumer Durables,franklin electric,franklin_electric
FELP,Foresight Energy LP,Energy,foresight energy,foresight_energy
FENC,Fennec Pharmaceuticals Inc.,Health Care,fennec pharmaceuticals,fennec_pharmaceuticals
FENG,Phoenix New Media Limited,Consumer Services,phoenix new media,phoenix_new_media
FET,"Forum Energy Technologies, Inc.",Energy,forum energy technologies,forum_energy_technologies
FEYE,"FireEye, Inc.",Technology,fireeye,fireeye
FF,FutureFuel Corp.,Basic Industries,futurefuel,futurefuel
FFBC,First Financial Bancorp.,Finance,first financial bancorp,first_financial_bancorp
FFG,"FBL Financial Group, Inc.",Finance,fbl financial group,fbl_financial_group
FFHL,"Fuwei Films (Holdings) Co., Ltd.",Capital Goods,fuwei films,fuwei_films
FFIC,Flushing Financial Corporation,Finance,flushing financial,flushing_financial
FFIN,"First Financial Bankshares, Inc.",Finance,first financial bankshares,first_financial_bankshares
FFIV,"F5 Networks, Inc.",Technology,f5 networks,f5_networks
FFNW,"First Financial Northwest, Inc.",Finance,first financial northwest,first_financial_northwest
FFWM,First Foundation Inc.,Finance,first foundation,first_foundation
FG,FGL Holdings,Finance,fgl holdings,fgl_holdings
FGBI,"First Guaranty Bancshares, Inc.",Finance,first guaranty bancshares,first_guaranty_bancshares
FGEN,"FibroGen, Inc",Health Care,fibrogen,fibrogen
FGP,"Ferrellgas Partners, L.P.",Consumer Services,ferrellgas partners l p,ferrellgas_partners_l_p
FHB,"First Hawaiian, Inc.",Finance,first hawaiian,first_hawaiian
FHN,First Horizon National Corporation,Finance,first horizon national,first_horizon_national
FI,Frank&#39;s International N.V.,Energy,frank 39 s international n v,frank_39_s_international_n_v
FIBK,"First Interstate BancSystem, Inc.",Finance,first interstate bancsystem,first_interstate_bancsystem
FICO,Fair Isaac Corporation,Miscellaneous,fair isaac,fair_isaac
FII,"Federated Investors, Inc.",Finance,federated investors,federated_investors
FIS,"Fidelity National Information Services, Inc.",Miscellaneous,fidelity national information services,fidelity_national_information_services
FISI,"Financial Institutions, Inc.",Finance,financial institutions,financial_institutions
FISV,"Fiserv, Inc.",Technology,fiserv,fiserv
FIT,"Fitbit, Inc.",Technology,fitbit,fitbit
FITB,Fifth Third Bancorp,Finance,fifth third bancorp,fifth_third_bancorp
FIVE,"Five Below, Inc.",Consumer Services,five below,five_below
FIVN,"Five9, Inc.",Technology,five9,five9
FIX,"Comfort Systems USA, Inc.",Capital Goods,comfort systems usa,comfort_systems_usa
FIZZ,National Beverage Corp.,Consumer Non-Durables,national beverage,national_beverage
FL,"Foot Locker, Inc.",Consumer Services,foot locker,foot_locker
FLDM,Fluidigm Corporation,Capital Goods,fluidigm,fluidigm
FLEX,Flex Ltd.,Technology,flex ltd,flex_ltd
FLGT,"Fulgent Genetics, Inc.",Health Care,fulgent genetics,fulgent_genetics
FLIC,The First of Long Island Corporation,Finance,the first of long island,the_first_of_long_island
FLIR,"FLIR Systems, Inc.",Capital Goods,flir systems,flir_systems
FLKS,"Flex Pharma, Inc.",Health Care,flex pharma,flex_pharma
FLL,"Full House Resorts, Inc.",Consumer Services,full house resorts,full_house_resorts
FLNT,"Fluent, Inc.",Consumer Services,fluent,fluent
FLO,"Flowers Foods, Inc.",Consumer Non-Durables,flowers foods,flowers_foods
FLOW,"SPX FLOW, Inc.",Technology,spx flow,spx_flow
FLR,Fluor Corporation,Basic Industries,fluor,fluor
FLS,Flowserve Corporation,Capital Goods,flowserve,flowserve
FLT,"FleetCor Technologies, Inc.",Miscellaneous,fleetcor technologies,fleetcor_technologies
FLWS,"1-800 FLOWERS.COM, Inc.",Consumer Services,1 800 flowers com,1_800_flowers_com
FLXN,"Flexion Therapeutics, Inc.",Health Care,flexion therapeutics,flexion_therapeutics
FLXS,"Flexsteel Industries, Inc.",Consumer Durables,flexsteel industries,flexsteel_industries
FMAO,"Farmers & Merchants Bancorp, Inc.",Finance,farmers merchants bancorp,farmers_merchants_bancorp
FMBH,"First Mid-Illinois Bancshares, Inc.",Finance,first mid illinois bancshares,first_mid_illinois_bancshares
FMBI,"First Midwest Bancorp, Inc.",Finance,first midwest bancorp,first_midwest_bancorp
FMC,FMC Corporation,Basic Industries,fmc corporation,fmc_corporation
FMNB,Farmers National Banc Corp.,Finance,farmers national banc,farmers_national_banc
FMS,Fresenius Medical Care Corporation,Health Care,fresenius medical care,fresenius_medical_care
FMX,Fomento Economico Mexicano S.A.B. de C.V.,Consumer Non-Durables,fomento economico mexicano s a b de c v,fomento_economico_mexicano_s_a_b_de_c_v
FN,Fabrinet,Public Utilities,fabrinet,fabrinet
FNB,F.N.B. Corporation,Finance,f n b corporation,f_n_b_corporation
FNCB,FNCB Bancorp Inc.,Finance,fncb bancorp,fncb_bancorp
FND,"Floor & Decor Holdings, Inc.",Consumer Services,floor decor,floor_decor
FNF,"Fidelity National Financial, Inc.",Finance,fidelity national financial,fidelity_national_financial
FNHC,FedNat Holding Company,Finance,fednat,fednat
FNJN,"Finjan Holdings, Inc.",Miscellaneous,finjan,finjan
FNSR,Finisar Corporation,Technology,finisar,finisar
FNV,Franco-Nevada Corporation,Basic Industries,franco nevada,franco_nevada
FNWB,First Northwest Bancorp,Finance,first northwest bancorp,first_northwest_bancorp
FOE,Ferro Corporation,Basic Industries,ferro,ferro
FOLD,"Amicus Therapeutics, Inc.",Health Care,amicus therapeutics,amicus_therapeutics
FOMX,Foamix Pharmaceuticals Ltd.,Consumer Durables,foamix pharmaceuticals,foamix_pharmaceuticals
FONR,Fonar Corporation,Health Care,fonar,fonar
FOR,Forestar Group Inc,Finance,forestar group,forestar_group
FORD,"Forward Industries, Inc.",Consumer Non-Durables,forward industries,forward_industries
FORK,Fuling Global Inc.,Consumer Non-Durables,fuling global,fuling_global
FORM,"FormFactor, Inc.",Technology,formfactor,formfactor
FORR,"Forrester Research, Inc.",Consumer Services,forrester research,forrester_research
FOSL,"Fossil Group, Inc.",Consumer Non-Durables,fossil group,fossil_group
FOXA,"Twenty-First Century Fox, Inc.",Consumer Services,twenty first century fox,twenty_first_century_fox
FOXF,Fox Factory Holding Corp.,Consumer Non-Durables,fox factory,fox_factory
FPAY,"FlexShopper, Inc.",Technology,flexshopper,flexshopper
FPH,"Five Point Holdings, LLC",Finance,five point,five_point
FPI,Farmland Partners Inc.,Consumer Services,farmland partners,farmland_partners
FPRX,"Five Prime Therapeutics, Inc.",Health Care,five prime therapeutics,five_prime_therapeutics
FR,"First Industrial Realty Trust, Inc.",Consumer Services,first industrial realty trust,first_industrial_realty_trust
FRAC,"Keane Group, Inc.",Energy,keane group,keane_group
FRAN,Francesca&#39;s Holdings Corporation,Consumer Services,francesca 39 s,francesca_39_s
FRBK,"Republic First Bancorp, Inc.",Finance,republic first bancorp,republic_first_bancorp
FRED,"Fred&#39;s, Inc.",Consumer Services,fred 39 s,fred_39_s
FRGI,"Fiesta Restaurant Group, Inc.",Consumer Services,fiesta restaurant group,fiesta_restaurant_group
FRME,First Merchants Corporation,Finance,first merchants,first_merchants
FRO,Frontline Ltd.,Transportation,frontline,frontline
FRPH,"FRP Holdings, Inc.",Finance,frp holdings,frp_holdings
FRPT,"Freshpet, Inc.",Consumer Non-Durables,freshpet,freshpet
FRSH,"Papa Murphy&#39;s Holdings, Inc.",Consumer Services,papa murphy 39 s,papa_murphy_39_s
FRSX,Foresight Autonomous Holdings Ltd.,Technology,foresight autonomous,foresight_autonomous
FRT,Federal Realty Investment Trust,Consumer Services,federal realty investment trust,federal_realty_investment_trust
FRTA,"Forterra, Inc.",Capital Goods,forterra,forterra
FSB,"Franklin Financial Network, Inc.",Finance,franklin financial network,franklin_financial_network
FSBW,"FS Bancorp, Inc.",Finance,fs bancorp,fs_bancorp
FSFG,"First Savings Financial Group, Inc.",Finance,first savings financial group,first_savings_financial_group
FSLR,"First Solar, Inc.",Technology,first solar,first_solar
FSM,Fortuna Silver Mines Inc.,Basic Industries,fortuna silver mines,fortuna_silver_mines
FSNN,"Fusion Connect, Inc.",Technology,fusion connect,fusion_connect
FSS,Federal Signal Corporation,Capital Goods,federal signal,federal_signal
FSTR,L.B. Foster Company,Basic Industries,l b foster,l_b_foster
FSV,FirstService Corporation,Finance,firstservice,firstservice
FTD,"FTD Companies, Inc.",Consumer Services,ftd companies,ftd_companies
FTEK,"Fuel Tech, Inc.",Capital Goods,fuel tech,fuel_tech
FTFT,Future FinTech Group Inc.,Consumer Non-Durables,future fintech group,future_fintech_group
FTI,TechnipFMC plc,Energy,technipfmc plc,technipfmc_plc
FTK,"Flotek Industries, Inc.",Basic Industries,flotek industries,flotek_industries
FTNT,"Fortinet, Inc.",Technology,fortinet,fortinet
FTR,Frontier Communications Corporation,Public Utilities,frontier communications,frontier_communications
FTS,Fortis Inc.,Public Utilities,fortis,fortis
FTV,Fortive Corporation,Capital Goods,fortive,fortive
FUL,H. B. Fuller Company,Basic Industries,h b fuller,h_b_fuller
FULT,Fulton Financial Corporation,Finance,fulton financial,fulton_financial
FUN,"Cedar Fair, L.P.",Consumer Services,cedar fair l p,cedar_fair_l_p
FUNC,First United Corporation,Finance,first united,first_united
FUND,"Sprott Focus Trust, Inc.",Consumer Services,sprott focus trust,sprott_focus_trust
FUSB,"First US Bancshares, Inc.",Finance,first us bancshares,first_us_bancshares
FVE,Five Star Senior Living Inc.,Health Care,five star senior living,five_star_senior_living
FWP,Forward Pharma A/S,Health Care,forward pharma a s,forward_pharma_a_s
FWRD,Forward Air Corporation,Transportation,forward air,forward_air
G,Genpact Limited,Consumer Services,genpact,genpact
GABC,"German American Bancorp, Inc.",Finance,german american bancorp,german_american_bancorp
GAIA,"Gaia, Inc.",Consumer Services,gaia inc,gaia_inc
GALT,Galectin Therapeutics Inc.,Health Care,galectin therapeutics,galectin_therapeutics
GASS,"StealthGas, Inc.",Transportation,stealthgas,stealthgas
GATX,GATX Corporation,Consumer Services,gatx corporation,gatx_corporation
GBCI,"Glacier Bancorp, Inc.",Finance,glacier bancorp,glacier_bancorp
GBL,"Gamco Investors, Inc.",Finance,gamco investors,gamco_investors
GBLI,Global Indemnity Limited,Finance,global indemnity,global_indemnity
GBNK,Guaranty Bancorp,Finance,guaranty bancorp,guaranty_bancorp
GBT,"Global Blood Therapeutics, Inc.",Health Care,global blood therapeutics,global_blood_therapeutics
GBX,"Greenbrier Companies, Inc. (The)",Capital Goods,greenbrier companies,greenbrier_companies
GCAP,"GAIN Capital Holdings, Inc.",Finance,gain capital,gain_capital
GCBC,"Greene County Bancorp, Inc.",Finance,greene county bancorp,greene_county_bancorp
GCI,TEGNA Inc.,Consumer Services,tegna,tegna
GCO,Genesco Inc.,Consumer Services,genesco,genesco
GCP,GCP Applied Technologies Inc.,Basic Industries,gcp applied technologies,gcp_applied_technologies
GD,General Dynamics Corporation,Capital Goods,general dynamics,general_dynamics
GDDY,GoDaddy Inc.,Technology,godaddy,godaddy
GDEN,"Golden Entertainment, Inc.",Consumer Services,golden entertainment,golden_entertainment
GDI,"Gardner Denver Holdings, Inc.",Technology,gardner denver,gardner_denver
GDOT,Green Dot Corporation,Finance,green dot,green_dot
GDS,GDS Holdings Limited,Technology,gds holdings,gds_holdings
GE,General Electric Company,Energy,general electric,general_electric
GEC,"Great Elm Capital Group, Inc. ",Technology,great elm capital group,great_elm_capital_group
GEL,"Genesis Energy, L.P.",Energy,genesis energy l p,genesis_energy_l_p
GEMP,Gemphire Therapeutics Inc.,Health Care,gemphire therapeutics,gemphire_therapeutics
GENC,Gencor Industries Inc.,Capital Goods,gencor industries,gencor_industries
GENE,Genetic Technologies Ltd,Health Care,genetic technologies,genetic_technologies
GEO,Geo Group Inc (The),Consumer Services,geo group,geo_group
GEOS,Geospace Technologies Corporation,Capital Goods,geospace technologies,geospace_technologies
